IID	pwm	Domain_EnsPID	Interaction_EnsPID	Start	End	Score	Type
75082	PRKCG	ENSP00000438090	ENSP00000274181	766	780	0.46	MT
75083	PRKCG	ENSP00000438090	ENSP00000358232	362	376	0.15	MT
75085	PRKCG	ENSP00000438090	ENSP00000360290	166	180	0.17	MT
75086	PRKCG	ENSP00000438090	ENSP00000288602	460	474	0.28	MT
75087	PRKCG	ENSP00000438090	ENSP00000367008	NA	NA	0.53	MT
75088	PRKCG	ENSP00000438090	ENSP00000444983	586	600	0.23	MT
75089	PRKCG	ENSP00000438090	ENSP00000393930	438	452	0.52	MT
75090	PRKCG	ENSP00000438090	ENSP00000265523	14	28	0.61	MT
75091	PRKCG	ENSP00000438090	ENSP00000430873	146	160	0.66	MT
75092	PRKCG	ENSP00000438090	ENSP00000394870	184	198	0.61	MT
75093	PRKCG	ENSP00000438090	ENSP00000260045	588	602	0.23	MT
75094	PRKCG	ENSP00000438090	ENSP00000337991	292	306	0.54	MT
75095	PRKCG	ENSP00000438090	ENSP00000396044	1011	1025	0.67	MT
75097	PRKCG	ENSP00000438090	ENSP00000435508	259	273	0.2	MT
75098	PRKCG	ENSP00000438090	ENSP00000428048	117	131	0.47	MT
75099	PRKCG	ENSP00000438090	ENSP00000468396	429	443	0.52	MT
75100	PRKCG	ENSP00000438090	ENSP00000443663	512	526	0.64	MT
75101	PRKCG	ENSP00000438090	ENSP00000368513	451	465	0.49	MT
75104	PRKCG	ENSP00000438090	ENSP00000430324	606	620	0.61	MT
75106	PRKCG	ENSP00000438090	ENSP00000466416	188	202	0.22	MT
75107	PRKCG	ENSP00000438090	ENSP00000471873	60	74	0.54	MT
75108	PRKCG	ENSP00000438090	ENSP00000393888	25	39	0.51	MT
75109	PRKCG	ENSP00000438090	ENSP00000329638	815	829	0.5	MT
75110	PRKCG	ENSP00000438090	ENSP00000366244	182	196	0.52	MT
75111	PRKCG	ENSP00000438090	ENSP00000264106	891	905	0.46	MT
75113	PRKCG	ENSP00000438090	ENSP00000389072	129	143	0.47	MT
75115	PRKCG	ENSP00000438090	ENSP00000295723	709	723	0.21	MT
75116	PRKCG	ENSP00000438090	ENSP00000239243	128	142	0.64	MT
75117	PRKCG	ENSP00000438090	ENSP00000379258	866	880	0.64	MT
75118	PRKCG	ENSP00000438090	ENSP00000417701	307	321	0.21	MT
75119	PRKCG	ENSP00000438090	ENSP00000350657	293	307	0.6	MT
75120	PRKCG	ENSP00000438090	ENSP00000401641	56	70	0.21	MT
75121	PRKCG	ENSP00000438090	ENSP00000338258	288	302	0.6	MT
75122	PRKCG	ENSP00000438090	ENSP00000282058	197	211	0.56	MT
75123	PRKCG	ENSP00000438090	ENSP00000447441	4	18	0.66	MT
75124	PRKCG	ENSP00000438090	ENSP00000392245	335	349	0.15	MT
75125	PRKCG	ENSP00000438090	ENSP00000429395	427	441	0.53	MT
75126	PRKCG	ENSP00000438090	ENSP00000418611	1773	1787	0.46	MT
75127	PRKCG	ENSP00000438090	ENSP00000348779	879	893	0.63	MT
75128	PRKCG	ENSP00000438090	ENSP00000402866	97	111	0.23	MT
75129	PRKCG	ENSP00000438090	ENSP00000464570	402	416	0.53	MT
75130	PRKCG	ENSP00000438090	ENSP00000358414	415	429	0.65	MT
75131	PRKCG	ENSP00000438090	ENSP00000431734	535	549	0.51	MT
75132	PRKCG	ENSP00000438090	ENSP00000363979	66	80	0.48	MT
75133	PRKCG	ENSP00000438090	ENSP00000421922	130	144	0.29	MT
75134	PRKCG	ENSP00000438090	ENSP00000408054	447	461	0.22	MT
75135	PRKCG	ENSP00000438090	ENSP00000348577	478	492	0.53	MT
75136	PRKCG	ENSP00000438090	ENSP00000361942	NA	NA	0.2	MT
75137	PRKCG	ENSP00000438090	ENSP00000438148	848	862	0.33	MT
75138	PRKCG	ENSP00000438090	ENSP00000443459	338	352	0.16	MT
75140	PRKCG	ENSP00000438090	ENSP00000454777	117	131	0.28	MT
75141	PRKCG	ENSP00000438090	ENSP00000455204	853	867	0.28	MT
75143	PRKCG	ENSP00000438090	ENSP00000440542	1530	1544	0.48	MT
75144	PRKCG	ENSP00000438090	ENSP00000262441	NA	NA	0.58	MT
75145	PRKCG	ENSP00000438090	ENSP00000422114	314	328	0.65	MT
75146	PRKCG	ENSP00000438090	ENSP00000401901	15	29	0.51	MT
75147	PRKCG	ENSP00000438090	ENSP00000263713	514	528	0.45	MT
75149	PRKCG	ENSP00000438090	ENSP00000300231	1688	1702	0.17	MT
75150	PRKCG	ENSP00000438090	ENSP00000357129	985	999	0.47	MT
75151	PRKCG	ENSP00000438090	ENSP00000399833	2135	2149	0.59	MT
75152	PRKCG	ENSP00000438090	ENSP00000369382	137	151	0.54	MT
75153	PRKCG	ENSP00000438090	ENSP00000380658	38	52	0.22	MT
75154	PRKCG	ENSP00000438090	ENSP00000474448	465	479	0.3	MT
75155	PRKCG	ENSP00000438090	ENSP00000452283	1067	1081	0.55	MT
75156	PRKCG	ENSP00000438090	ENSP00000361015	184	198	0.61	MT
75158	PRKCG	ENSP00000438090	ENSP00000453876	65	79	0.59	MT
75159	PRKCG	ENSP00000438090	ENSP00000451032	1835	1849	0.18	MT
75160	PRKCG	ENSP00000438090	ENSP00000409549	459	473	0.12	MT
75161	PRKCG	ENSP00000438090	ENSP00000387746	NA	NA	0.17	MT
75162	PRKCG	ENSP00000438090	ENSP00000444262	131	145	0.48	MT
75163	PRKCG	ENSP00000438090	ENSP00000400912	784	798	0.22	MT
75164	PRKCG	ENSP00000438090	ENSP00000351894	1314	1328	0.66	MT
75165	PRKCG	ENSP00000438090	ENSP00000418063	490	504	0.12	MT
75166	PRKCG	ENSP00000438090	ENSP00000413354	1155	1169	0.27	MT
75167	PRKCG	ENSP00000438090	ENSP00000242257	44	58	0.7	MT
75168	PRKCG	ENSP00000438090	ENSP00000446243	3183	3197	0.54	MT
75169	PRKCG	ENSP00000438090	ENSP00000440623	280	294	0.27	MT
75170	PRKCG	ENSP00000438090	ENSP00000374226	109	123	0.52	MT
75171	PRKCG	ENSP00000438090	ENSP00000467473	2211	2225	0.31	MT
75172	PRKCG	ENSP00000438090	ENSP00000405976	97	111	0.64	MT
75173	PRKCG	ENSP00000438090	ENSP00000435932	1056	1070	0.67	MT
75174	PRKCG	ENSP00000438090	ENSP00000387746	292	306	0.3	MT
75175	PRKCG	ENSP00000438090	ENSP00000335620	135	149	0.19	MT
75176	PRKCG	ENSP00000438090	ENSP00000350990	380	394	0.55	MT
75177	PRKCG	ENSP00000438090	ENSP00000454742	NA	NA	0.13	MT
75178	PRKCG	ENSP00000438090	ENSP00000448477	746	760	0.29	MT
75179	PRKCG	ENSP00000438090	ENSP00000453359	21	35	0.27	MT
75180	PRKCG	ENSP00000438090	ENSP00000390377	165	179	0.55	MT
75181	PRKCG	ENSP00000438090	ENSP00000300036	637	651	0.28	MT
75182	PRKCG	ENSP00000438090	ENSP00000386420	826	840	0.3	MT
75184	PRKCG	ENSP00000438090	ENSP00000441603	996	1010	0.52	MT
75185	PRKCG	ENSP00000438090	ENSP00000413503	549	563	0.52	MT
75186	PRKCG	ENSP00000438090	ENSP00000356289	197	211	0.61	MT
75187	PRKCG	ENSP00000438090	ENSP00000272117	581	595	0.65	MT
75188	PRKCG	ENSP00000438090	ENSP00000409667	533	547	0.63	MT
75189	PRKCG	ENSP00000438090	ENSP00000416492	344	358	0.53	MT
75190	PRKCG	ENSP00000438090	ENSP00000433501	230	244	0.59	MT
75191	PRKCG	ENSP00000438090	ENSP00000430035	452	466	0.51	MT
75192	PRKCG	ENSP00000438090	ENSP00000438215	221	235	0.57	MT
75194	PRKCG	ENSP00000438090	ENSP00000438926	1201	1215	0.66	MT
75195	PRKCG	ENSP00000438090	ENSP00000370412	133	147	0.5	MT
75196	PRKCG	ENSP00000438090	ENSP00000450071	283	297	0.45	MT
75197	PRKCG	ENSP00000438090	ENSP00000414797	218	232	0.59	MT
75199	PRKCG	ENSP00000438090	ENSP00000467471	587	601	0.16	MT
75200	PRKCG	ENSP00000438090	ENSP00000441859	87	101	0.6	MT
75201	PRKCG	ENSP00000438090	ENSP00000309230	1249	1263	0.6	MT
75202	PRKCG	ENSP00000438090	ENSP00000455370	199	213	0.55	MT
75203	PRKCG	ENSP00000438090	ENSP00000410838	705	719	0.52	MT
75205	PRKCG	ENSP00000438090	ENSP00000316109	438	452	0.5	MT
75206	PRKCG	ENSP00000438090	ENSP00000394645	1626	1640	0.62	MT
75207	PRKCG	ENSP00000438090	ENSP00000351346	1668	1682	0.59	MT
75208	PRKCG	ENSP00000438090	ENSP00000263946	159	173	0.58	MT
75209	PRKCG	ENSP00000438090	ENSP00000401698	292	306	0.54	MT
75210	PRKCG	ENSP00000438090	ENSP00000354952	142	156	0.34	MT
75211	PRKCG	ENSP00000438090	ENSP00000453719	1625	1639	0.45	MT
75212	PRKCG	ENSP00000438090	ENSP00000304353	14	28	0.6	MT
75213	PRKCG	ENSP00000438090	ENSP00000438880	553	567	0.54	MT
75214	PRKCG	ENSP00000438090	ENSP00000380837	251	265	0.52	MT
75216	PRKCG	ENSP00000438090	ENSP00000465662	8	22	0.68	MT
75217	PRKCG	ENSP00000438090	ENSP00000356844	380	394	0.58	MT
75218	PRKCG	ENSP00000438090	ENSP00000409787	149	163	0.48	MT
75219	PRKCG	ENSP00000438090	ENSP00000369222	27	41	0.18	MT
75220	PRKCG	ENSP00000438090	ENSP00000423982	2455	2469	0.52	MT
75221	PRKCG	ENSP00000438090	ENSP00000402635	5	19	0.6	MT
75222	PRKCG	ENSP00000438090	ENSP00000464899	81	95	0.54	MT
75223	PRKCG	ENSP00000438090	ENSP00000413431	452	466	0.59	MT
75225	PRKCG	ENSP00000438090	ENSP00000399148	423	437	0.48	MT
75226	PRKCG	ENSP00000438090	ENSP00000442394	377	391	0.55	MT
75227	PRKCG	ENSP00000438090	ENSP00000439576	1872	1886	0.64	MT
75229	PRKCG	ENSP00000438090	ENSP00000422118	1	15	0.64	MT
75230	PRKCG	ENSP00000438090	ENSP00000384237	172	186	0.57	MT
75231	PRKCG	ENSP00000438090	ENSP00000408979	163	177	0.59	MT
75232	PRKCG	ENSP00000438090	ENSP00000468930	NA	NA	0.5	MT
75234	PRKCG	ENSP00000438090	ENSP00000339622	NA	NA	0.59	MT
75235	PRKCG	ENSP00000438090	ENSP00000446089	552	566	0.14	MT
75236	PRKCG	ENSP00000438090	ENSP00000393320	84	98	0.62	MT
75237	PRKCG	ENSP00000438090	ENSP00000433544	246	260	0.68	MT
75238	PRKCG	ENSP00000438090	ENSP00000467124	21	35	0.63	MT
75239	PRKCG	ENSP00000438090	ENSP00000285900	839	853	0.7	MT
75240	PRKCG	ENSP00000438090	ENSP00000186436	982	996	0.6	MT
75241	PRKCG	ENSP00000438090	ENSP00000398390	1759	1773	0.58	MT
75242	PRKCG	ENSP00000438090	ENSP00000355644	189	203	0.57	MT
75243	PRKCG	ENSP00000438090	ENSP00000410838	732	746	0.53	MT
75244	PRKCG	ENSP00000438090	ENSP00000283684	1197	1211	0.61	MT
75245	PRKCG	ENSP00000438090	ENSP00000467471	77	91	0.56	MT
75246	PRKCG	ENSP00000438090	ENSP00000239462	709	723	0.45	MT
75247	PRKCG	ENSP00000438090	ENSP00000263187	705	719	0.61	MT
75248	PRKCG	ENSP00000438090	ENSP00000408979	319	333	0.45	MT
75249	PRKCG	ENSP00000438090	ENSP00000376933	595	609	0.5	MT
75250	PRKCG	ENSP00000438090	ENSP00000394476	56	70	0.52	MT
75251	PRKCG	ENSP00000438090	ENSP00000364405	145	159	0.65	MT
75252	PRKCG	ENSP00000438090	ENSP00000352358	681	695	0.65	MT
75253	PRKCG	ENSP00000438090	ENSP00000333591	359	373	0.56	MT
75254	PRKCG	ENSP00000438090	ENSP00000399520	303	317	0.67	MT
75255	PRKCG	ENSP00000438090	ENSP00000408660	464	478	0.61	MT
75256	PRKCG	ENSP00000438090	ENSP00000366719	587	601	0.67	MT
75257	PRKCG	ENSP00000438090	ENSP00000253699	219	233	0.65	MT
75258	PRKCG	ENSP00000438090	ENSP00000364405	145	159	0.65	MT
75259	PRKCG	ENSP00000438090	ENSP00000340274	4	18	0.24	MT
75261	PRKCG	ENSP00000438090	ENSP00000435742	69	83	0.58	MT
75262	PRKCG	ENSP00000438090	ENSP00000367373	672	686	0.65	MT
75263	PRKCG	ENSP00000438090	ENSP00000435919	19	33	0.14	MT
75264	PRKCG	ENSP00000438090	ENSP00000334063	101	115	0.56	MT
75265	PRKCG	ENSP00000438090	ENSP00000345893	1198	1212	0.52	MT
75266	PRKCG	ENSP00000438090	ENSP00000356562	661	675	0.54	MT
75268	PRKCG	ENSP00000438090	ENSP00000399139	461	475	0.47	MT
75269	PRKCG	ENSP00000438090	ENSP00000455195	22	36	0.67	MT
75270	PRKCG	ENSP00000438090	ENSP00000425897	1638	1652	0.61	MT
75271	PRKCG	ENSP00000438090	ENSP00000347028	377	391	0.26	MT
75272	PRKCG	ENSP00000438090	ENSP00000358035	485	499	0.5	MT
75273	PRKCG	ENSP00000438090	ENSP00000338258	67	81	0.68	MT
75274	PRKCG	ENSP00000438090	ENSP00000298492	361	375	0.23	MT
75275	PRKCG	ENSP00000438090	ENSP00000378884	591	605	0.57	MT
75276	PRKCG	ENSP00000438090	ENSP00000442518	1141	1155	0.47	MT
75277	PRKCG	ENSP00000438090	ENSP00000383333	887	901	0.55	MT
75278	PRKCQ	ENSP00000441752	ENSP00000251091	NA	NA	0.56	MT
75279	PRKCQ	ENSP00000441752	ENSP00000258111	NA	NA	0.55	MT
75280	PRKCQ	ENSP00000441752	ENSP00000370589	NA	NA	0.23	MT
75281	PRKCQ	ENSP00000441752	ENSP00000357798	NA	NA	0.21	MT
75282	PRKCZ	ENSP00000462105	ENSP00000324518	NA	NA	0.18	MT
75283	PRKCZ	ENSP00000462105	ENSP00000258111	NA	NA	0.61	MT
75284	PRKCZ	ENSP00000462105	ENSP00000310405	NA	NA	0.47	MT
75286	PRKD1	ENSP00000333568	ENSP00000422166	1059	1073	0.56	MT
75287	PRKD1	ENSP00000333568	ENSP00000302846	252	266	0.57	MT
75288	PRKD1	ENSP00000333568	ENSP00000397389	1311	1325	0.54	MT
75289	PRKD1	ENSP00000333568	ENSP00000288561	243	257	0.52	MT
75290	PRKD1	ENSP00000333568	ENSP00000426658	145	159	0.56	MT
75291	PRKD1	ENSP00000333568	ENSP00000413628	885	899	0.08	MT
75292	PRKD1	ENSP00000333568	ENSP00000393551	329	343	0.54	MT
75293	PRKD1	ENSP00000333568	ENSP00000467099	641	655	0.11	MT
75294	PRKD1	ENSP00000333568	ENSP00000440360	471	485	0.57	MT
75295	PRKD1	ENSP00000333568	ENSP00000458230	1444	1458	0.54	MT
75296	PRKD1	ENSP00000333568	ENSP00000409618	381	395	0.59	MT
75297	PRKD1	ENSP00000333568	ENSP00000442160	763	777	0.54	MT
75298	PRKD1	ENSP00000333568	ENSP00000449706	906	920	0.53	MT
75299	PRKD1	ENSP00000333568	ENSP00000411144	1156	1170	0.56	MT
75300	PRKD1	ENSP00000333568	ENSP00000468563	329	343	0.52	MT
75301	PRKD1	ENSP00000333568	ENSP00000397660	122	136	0.11	MT
75302	PRKD1	ENSP00000333568	ENSP00000361769	101	115	0.55	MT
75304	PRKD1	ENSP00000333568	ENSP00000406525	488	502	0.52	MT
75305	PRKD1	ENSP00000333568	ENSP00000360985	607	621	0.54	MT
75307	PRKD1	ENSP00000333568	ENSP00000273320	483	497	0.53	MT
75308	PRKD1	ENSP00000333568	ENSP00000387488	312	326	0.11	MT
75309	PRKD1	ENSP00000333568	ENSP00000366235	225	239	0.56	MT
75310	PRKD1	ENSP00000333568	ENSP00000377950	109	123	0.54	MT
75311	PRKD1	ENSP00000333568	ENSP00000475925	128	142	0.53	MT
75312	PRKD1	ENSP00000333568	ENSP00000427568	584	598	0.59	MT
75313	PRKD1	ENSP00000333568	ENSP00000425028	634	648	0.17	MT
75314	PRKD1	ENSP00000333568	ENSP00000447441	2	16	0.56	MT
75315	PRKD1	ENSP00000333568	ENSP00000307023	66	80	0.55	MT
75316	PRKD1	ENSP00000333568	ENSP00000451178	980	994	0.51	MT
75317	PRKD1	ENSP00000333568	ENSP00000431773	546	560	0.55	MT
75318	PRKD1	ENSP00000333568	ENSP00000466470	1419	1433	0.58	MT
75319	PRKD1	ENSP00000333568	ENSP00000466519	393	407	0.51	MT
75320	PRKD1	ENSP00000333568	ENSP00000353089	201	215	0.65	MT
75321	PRKD1	ENSP00000333568	ENSP00000447328	119	133	0.54	MT
75322	PRKD1	ENSP00000333568	ENSP00000351209	903	917	0.53	MT
75323	PRKD1	ENSP00000333568	ENSP00000303315	323	337	0.11	MT
75324	PRKD1	ENSP00000333568	ENSP00000392674	1114	1128	0.56	MT
75325	PRKD1	ENSP00000333568	ENSP00000446145	65	79	0.54	MT
75326	PRKD1	ENSP00000333568	ENSP00000423800	645	659	0.61	MT
75327	PRKD1	ENSP00000333568	ENSP00000443168	40	54	0.53	MT
75328	PRKD1	ENSP00000333568	ENSP00000258888	1376	1390	0.1	MT
75329	PRKD1	ENSP00000333568	ENSP00000410100	98	112	0.52	MT
75330	PRKD1	ENSP00000333568	ENSP00000403441	305	319	0.51	MT
75331	PRKD1	ENSP00000333568	ENSP00000374444	2098	2112	0.59	MT
75332	PRKD1	ENSP00000333568	ENSP00000305769	232	246	0.08	MT
75333	PRKD1	ENSP00000333568	ENSP00000438178	942	956	0.53	MT
75334	PRKD1	ENSP00000333568	ENSP00000252979	519	533	0.52	MT
75335	PRKD1	ENSP00000333568	ENSP00000338934	105	119	0.06	MT
75336	PRKD1	ENSP00000333568	ENSP00000244050	239	253	0.55	MT
75337	PRKD1	ENSP00000333568	ENSP00000444412	516	530	0.53	MT
75338	PRKD1	ENSP00000333568	ENSP00000393256	625	639	0.55	MT
75339	PRKD1	ENSP00000333568	ENSP00000463603	640	654	0.53	MT
75340	PRKD1	ENSP00000333568	ENSP00000257189	380	394	0.51	MT
75341	PRKD1	ENSP00000333568	ENSP00000316699	672	686	0.56	MT
75342	PRKD1	ENSP00000333568	ENSP00000427083	7022	7036	0.53	MT
75343	PRKD1	ENSP00000333568	ENSP00000401779	41	55	0.56	MT
75344	PRKD1	ENSP00000333568	ENSP00000374447	525	539	0.53	MT
75345	PRKD1	ENSP00000333568	ENSP00000330875	183	197	0.53	MT
75346	PRKD1	ENSP00000333568	ENSP00000312411	541	555	0.52	MT
75347	PRKD1	ENSP00000333568	ENSP00000355885	573	587	0.53	MT
75348	PRKD1	ENSP00000333568	ENSP00000401307	240	254	0.59	MT
75349	PRKD1	ENSP00000333568	ENSP00000264245	1171	1185	0.59	MT
75351	PRKD1	ENSP00000333568	ENSP00000458230	2051	2065	0.61	MT
75352	PRKD1	ENSP00000333568	ENSP00000360660	108	122	0.15	MT
75353	PRKD1	ENSP00000333568	ENSP00000367858	827	841	0.55	MT
75354	PRKD1	ENSP00000333568	ENSP00000446437	272	286	0.52	MT
75355	PRKD1	ENSP00000333568	ENSP00000302139	747	761	0.85	MT
75356	PRKD1	ENSP00000333568	ENSP00000386523	187	201	0.08	MT
75357	PRKD1	ENSP00000333568	ENSP00000394360	464	478	0.53	MT
75358	PRKD1	ENSP00000333568	ENSP00000409905	175	189	0.56	MT
75359	PRKD1	ENSP00000333568	ENSP00000358263	629	643	0.58	MT
75360	PRKD1	ENSP00000333568	ENSP00000458230	1906	1920	0.63	MT
75361	PRKD1	ENSP00000333568	ENSP00000440343	845	859	0.55	MT
75363	PRKD1	ENSP00000333568	ENSP00000412356	840	854	0.55	MT
75364	PRKD1	ENSP00000333568	ENSP00000469271	487	501	0.09	MT
75365	PRKD1	ENSP00000333568	ENSP00000419201	510	524	0.61	MT
75366	PRKD1	ENSP00000333568	ENSP00000413046	13	27	0.59	MT
75367	PRKD1	ENSP00000333568	ENSP00000394524	1093	1107	0.84	MT
75368	PRKD1	ENSP00000333568	ENSP00000376112	712	726	0.13	MT
75369	PRKD1	ENSP00000333568	ENSP00000401662	80	94	0.56	MT
75370	PRKD1	ENSP00000333568	ENSP00000444262	2240	2254	0.1	MT
75371	PRKD1	ENSP00000333568	ENSP00000303800	246	260	0.57	MT
75372	PRKD1	ENSP00000333568	ENSP00000301607	1448	1462	0.52	MT
75373	PRKD1	ENSP00000333568	ENSP00000443351	388	402	0.58	MT
75374	PRKD1	ENSP00000333568	ENSP00000375586	301	315	0.53	MT
75376	PRKD1	ENSP00000333568	ENSP00000366244	578	592	0.61	MT
75377	PRKD1	ENSP00000333568	ENSP00000382091	287	301	0.52	MT
75378	PRKD1	ENSP00000333568	ENSP00000443838	68	82	0.55	MT
75379	PRKD1	ENSP00000333568	ENSP00000402373	181	195	0.52	MT
75380	PRKD1	ENSP00000333568	ENSP00000437278	47	61	0.08	MT
75381	PRKD1	ENSP00000333568	ENSP00000470442	191	205	0.54	MT
75382	PRKD1	ENSP00000333568	ENSP00000299563	396	410	0.54	MT
75383	PRKD1	ENSP00000333568	ENSP00000465766	1555	1569	0.56	MT
75384	PRKD1	ENSP00000333568	ENSP00000465830	573	587	0.55	MT
75385	PRKD1	ENSP00000333568	ENSP00000459045	125	139	0.59	MT
75386	PRKD1	ENSP00000333568	ENSP00000428031	554	568	0.6	MT
75387	PRKD1	ENSP00000333568	ENSP00000262384	391	405	0.53	MT
75388	PRKD1	ENSP00000333568	ENSP00000273320	679	693	0.53	MT
75390	PRKD1	ENSP00000333568	ENSP00000438508	8345	8359	0.08	MT
75391	PRKD1	ENSP00000333568	ENSP00000437479	205	219	0.53	MT
75392	PRKD1	ENSP00000333568	ENSP00000455219	377	391	0.1	MT
75393	PRKD1	ENSP00000333568	ENSP00000380603	80	94	0.54	MT
75394	PRKD1	ENSP00000333568	ENSP00000466234	172	186	0.53	MT
75395	PRKD1	ENSP00000333568	ENSP00000446243	1087	1101	0.57	MT
75396	PRKD1	ENSP00000333568	ENSP00000410587	542	556	0.13	MT
75397	PRKD1	ENSP00000333568	ENSP00000386404	382	396	0.51	MT
75398	PRKD1	ENSP00000333568	ENSP00000339125	348	362	0.64	MT
75399	PRKD1	ENSP00000333568	ENSP00000400993	298	312	0.51	MT
75400	PRKD1	ENSP00000333568	ENSP00000389105	518	532	0.07	MT
75401	PRKD1	ENSP00000333568	ENSP00000384600	93	107	0.53	MT
75402	PRKD1	ENSP00000333568	ENSP00000377375	370	384	0.05	MT
75403	PRKD1	ENSP00000333568	ENSP00000363617	564	578	0.57	MT
75404	PRKD1	ENSP00000333568	ENSP00000429344	267	281	0.53	MT
75405	PRKD1	ENSP00000333568	ENSP00000433066	44	58	0.58	MT
75406	PRKD1	ENSP00000333568	ENSP00000364405	145	159	0.57	MT
75408	PRKD1	ENSP00000333568	ENSP00000446100	700	714	0.53	MT
75409	PRKD1	ENSP00000333568	ENSP00000402490	526	540	0.54	MT
75410	PRKD1	ENSP00000333568	ENSP00000369039	486	500	0.54	MT
75411	PRKD1	ENSP00000333568	ENSP00000393412	88	102	0.56	MT
75412	PRKD1	ENSP00000333568	ENSP00000387016	262	276	0.55	MT
75413	PRKD1	ENSP00000333568	ENSP00000350073	588	602	0.63	MT
75414	PRKD1	ENSP00000333568	ENSP00000467418	90	104	0.52	MT
75415	PRKD1	ENSP00000333568	ENSP00000422140	4	18	0.52	MT
75416	PRKD1	ENSP00000333568	ENSP00000412279	425	439	0.86	MT
75417	PRKD1	ENSP00000333568	ENSP00000359987	318	332	0.6	MT
75418	PRKD1	ENSP00000333568	ENSP00000356146	610	624	0.1	MT
75419	PRKD1	ENSP00000333568	ENSP00000445403	783	797	0.54	MT
75420	PRKD1	ENSP00000333568	ENSP00000389000	1393	1407	0.59	MT
75421	PRKD1	ENSP00000333568	ENSP00000252252	230	244	0.57	MT
75422	PRKD1	ENSP00000333568	ENSP00000309501	1722	1736	0.51	MT
75423	PRKD1	ENSP00000333568	ENSP00000394668	306	320	0.53	MT
75424	PRKD1	ENSP00000333568	ENSP00000436263	286	300	0.56	MT
75426	PRKD1	ENSP00000333568	ENSP00000446683	641	655	0.55	MT
75427	PRKD1	ENSP00000333568	ENSP00000220676	127	141	0.55	MT
75428	PRKD1	ENSP00000333568	ENSP00000275248	1548	1562	0.55	MT
75430	PRKD1	ENSP00000333568	ENSP00000425986	274	288	0.1	MT
75431	PRKD1	ENSP00000333568	ENSP00000465720	331	345	0.54	MT
75432	PRKD1	ENSP00000333568	ENSP00000465641	699	713	0.51	MT
75433	PRKD1	ENSP00000333568	ENSP00000429084	2362	2376	0.57	MT
75434	PRKD1	ENSP00000333568	ENSP00000251091	NA	NA	0.58	MT
75435	PRKD1	ENSP00000333568	ENSP00000469115	307	321	0.52	MT
75436	PRKD1	ENSP00000333568	ENSP00000365858	303	317	0.57	MT
75437	PRKD1	ENSP00000333568	ENSP00000407914	465	479	0.54	MT
75438	PRKD1	ENSP00000333568	ENSP00000324551	189	203	0.08	MT
75439	PRKD1	ENSP00000333568	ENSP00000346667	1578	1592	0.05	MT
75440	PRKD1	ENSP00000333568	ENSP00000356266	1007	1021	0.59	MT
75441	PRKD1	ENSP00000333568	ENSP00000387040	3860	3874	0.52	MT
75442	PRKD1	ENSP00000333568	ENSP00000369894	163	177	0.52	MT
75445	PRKD1	ENSP00000333568	ENSP00000351636	294	308	0.53	MT
75446	PRKD1	ENSP00000333568	ENSP00000221455	298	312	0.59	MT
75448	PRKD1	ENSP00000333568	ENSP00000432378	611	625	0.56	MT
75449	PRKD1	ENSP00000333568	ENSP00000409615	901	915	0.61	MT
75450	PRKD1	ENSP00000333568	ENSP00000260188	1046	1060	0.52	MT
75451	PRKD1	ENSP00000333568	ENSP00000333537	389	403	0.55	MT
75452	PRKD1	ENSP00000333568	ENSP00000470652	356	370	0.53	MT
75453	PRKD1	ENSP00000333568	ENSP00000383101	59	73	0.05	MT
75455	PRKD1	ENSP00000333568	ENSP00000354468	172	186	0.52	MT
75456	PRKD1	ENSP00000333568	ENSP00000350990	1538	1552	0.56	MT
75457	PRKD1	ENSP00000333568	ENSP00000362512	782	796	0.51	MT
75458	PRKD1	ENSP00000333568	ENSP00000321729	136	150	0.51	MT
75459	PRKD1	ENSP00000333568	ENSP00000415211	1460	1474	0.54	MT
75460	PRKD1	ENSP00000333568	ENSP00000282561	358	372	0.52	MT
75461	PRKD1	ENSP00000333568	ENSP00000365175	1076	1090	0.52	MT
75462	PRKD1	ENSP00000333568	ENSP00000302805	195	209	0.57	MT
75463	PRKD1	ENSP00000333568	ENSP00000432428	844	858	0.55	MT
75465	PRKD1	ENSP00000333568	ENSP00000377645	755	769	0.54	MT
75466	PRKD1	ENSP00000333568	ENSP00000383049	425	439	0.54	MT
75467	PRKD1	ENSP00000333568	ENSP00000336587	147	161	0.59	MT
75468	PRKD1	ENSP00000333568	ENSP00000395483	128	142	0.54	MT
75469	PRKD1	ENSP00000333568	ENSP00000322791	418	432	0.56	MT
75470	PRKD1	ENSP00000333568	ENSP00000412356	840	854	0.55	MT
75471	PRKD1	ENSP00000333568	ENSP00000362183	661	675	0.52	MT
75472	PRKD1	ENSP00000333568	ENSP00000357642	323	337	0.06	MT
75473	PRKD1	ENSP00000333568	ENSP00000457501	424	438	0.06	MT
75475	PRKD1	ENSP00000333568	ENSP00000444600	225	239	0.63	MT
75476	PRKD1	ENSP00000333568	ENSP00000458230	1835	1849	0.59	MT
75477	PRKD1	ENSP00000333568	ENSP00000397660	258	272	0.58	MT
75478	PRKD1	ENSP00000333568	ENSP00000355910	1942	1956	0.54	MT
75479	PRKD1	ENSP00000333568	ENSP00000275815	912	926	0.54	MT
75480	PRKD1	ENSP00000333568	ENSP00000472126	2589	2603	0.6	MT
75481	PRKD1	ENSP00000333568	ENSP00000274710	728	742	0.54	MT
